Country ID,Country name,Document ID by country,Government document,Policy targets green technology,Focus areas,action or strategy,Policy promotes youth employment,Policy promotes women employment,policy promotes employment of people with disabilities,Policy class,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,multiple sectors,"Capacity building on engagement with external organisations working on climate change, and on accessing climate finance",Yes,Yes,Yes,support and enablement,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,governance,Development of climate change mainstreaming framework to facilitate integration of climate change considerations into policy and planning,Yes,Yes,Yes,soft instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,governance,Development of sectoral and cross-sectoral climate change policies and strategies informed by climate risk assessments,Yes,Yes,Yes,soft instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,education and training,Inclusion of climate change in the school curriculum,Yes,Yes,Yes,"Information, educational, awareness",,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,capacity building,Development of climate negotiating capacity and support for youth and other groups to represent the Sahrawi people in international climate change contexts;,Yes,Yes,Yes,support and enablement,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,governance,"Review of current policies and licensing arrangements regarding fossil fuel exploration and potential extraction, and consideration of policy commitment to refrain from further such exploration and exploitation",Yes,Yes,Yes,regulation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,pollution,Commitment in principle to net-zero pending identification of feasible net-zero pathway(s),Yes,Yes,Yes,soft instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,capacity building,Capacity building and training in greenhouse gas emissions calculation;,Yes,Yes,Yes,support and enablement,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,governance,"Establishment of mechanisms for monitoring, reporting and verification (MRV) of greenhouse gas emissions compatible with mechanisms for reporting under the Paris Agreement;",Yes,Yes,Yes,"Information, educational, awareness",,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,energy,Continued roll-out of access to clean energy to the Sahrawi population in the refugee camps - expansion of renewables has occurred in the camps but is slow and has partially stalled due to connection to TIndouf grid,Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,energy,"Rural electrification in the Liberated Territory, involving installation of seven small power plants powered by wind and solar, producing 30,000 MWh per year and benefitting 40,000-50,000 people, based on existing pilots by Association Secours Sahraoui",Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,meteorology,Establishment of meteorological monitoring stations in the camps and Liberated Territory to address the lack of such infrastructure in Western Sahara and the camps;,Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,disaster risk management,"Development of early warning systems for floods, heat extremes and dust storms, initially focusing on the camps;",Yes,Yes,Yes,"Information, educational, awareness",,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,disaster risk management,Development of flood management systems in the camps and strengthening of infrastructure to withstand heavy rainfall and flooding;,Yes,Yes,Yes,direct provision,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,infrastructure,"Strengthening of built infrastructure in the camps, including domestic architecture, to withstand flood and other hazards, based on sustainable building materials and techniques, incorporating existing local responses, capacities and knowledge",Yes,Yes,Yes,support and enablement,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,agriculture,"Agricultural Farms project - current phase has received just under 10% of required €2.5m from private finance, for 10 farms benefitting 200,000-250,000 people (camels, sheep goats, fruit, vegetables, forage from 100-150 ha supported by solar & wind powered irrigation). Second phase scaling up to 30 farms requires €7.5m",Yes,Yes,Yes,Economic instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,agriculture,"Development and scaling up of small-scale climate-smart food production in the camps using water-efficient technologies such as hydroponics and drip irrigation, based on existing capacity",Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,water,"Water for All project in Liberated Territory, to create 100 wells, 20 underground storage units and seven water treatment plants serving 110,000-150,000 people and 150,000-200,000 head of livestock, producing 1500-2000 m3 per day",Yes,Yes,Yes,direct provision,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,ecosystem and biodiversity,"Monitoring of environmental health in the Liberated Territory, identification of species and habitats at risk from climate change, and establishment of protected areas;",Yes,Yes,Yes,procedural instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,infrastructure,"Maintenance and, where appropriate, expansion of large-scale renewables infrastructure;",Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,energy,"Innovation, development and roll-out of small-scale, decentralised and mobile renewable energy technologies to support traditional nomadic lifestyles",Yes,Yes,Yes,Innovation,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,coastal zone management,Detailed coastal risk assessment and review of plans for development of the coastal zone to ensure these are compatible with adaptation needs,Yes,Yes,Yes,procedural instrument,,
53,Western Sahara,2,First Indicative Nationally Determined Contribution (2021-2030),Yes,water,Rehabilitation of drainage systems and associated ecological systems that have been adversely affected by the Berm,Yes,Yes,Yes,direct provision,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,disaster risk management,promote the communities' ability to develop physical and social infrastructure that are resilient to the adverse effects of climate change,Yes,Yes,Yes,support and enablement,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote identification and utilization of available climate-friendly technologies for mitigation and adaptation that meet low-carbon and climate-resilient development needs,Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote dissemination of research findings at all levels.,Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,disaster risk management,"strengthen the resilience of infrastructure, ecosystems and promote innovation, knowledge and education",Yes,Yes,Yes,support and enablement,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote environmentally friendly investments in all relevant sectors,Yes,Yes,Yes,Economic instrument,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,provide incentives for low emission technologies,Yes,Yes,Yes,Economic instrument,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,provide incentives for development and transfer of appropriate climate-related technologies,Yes,Yes,Yes,Economic instrument,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,"enhance the capacity of rural economies to diversify, by promoting alternative income generating activities that are climate resilient",Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,"facilitate research, development and demonstration of new climate-friendly technologies for mitigation and adaptation.",Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote stakeholders participation and partnerships that integrate climate change in natural resources management at all levels,Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,encourage protection of local innovation and intellectual property rights,Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,"facilitate the development, deployment, diffusion, transfer, and promotion of access to affordable environmentally sound technologies",Yes,Yes,Yes,support and enablement,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,support higher learning and research institutions on climate related applied research,Yes,Yes,Yes,"Information, educational, awareness",,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote investments in renewable energy resource development and increase the proportion of renewable energy in the total energy mix,Yes,Yes,Yes,Economic instrument,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,disaster risk management,strengthen the mechanism for identifying risks and hazards in order to facilitate planning and early warning,Yes,Yes,Yes,support and enablement,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,multiple sectors,promote the use of prediction models and technologies to determine regional vulnerability of the sectors to climate change,Yes,Yes,Yes,Innovation,,
54,Zambia,1,National Policy on Climate Change (2016-2030),Yes,disaster risk management,promote the adoption of appropriate climate smart agricultural (csa) technologies for different agro-ecological zones,Yes,Yes,Yes,Innovation,,
